,title,Unnamed: 0,Unnamed: 0.1,platform,score,genre,release_year,Dreamcast,"Game Boy (Color, Advance)",GameCube,Mobile,"Nintendo (DS, 3DS, DSi)",Nintendo 64,PC,"PlayStation (1, 2 ,3, 4)","PlayStation (Portable, Vita)",Wii (U),"Xbox (360, One)",iPad,Action,Adventure,Board,Card,Educational,Fighting,Hunting,Music,Party,Platformer,Puzzle,RPG,Racing,Shooter,Simulation,Sports,Strategy
6924,O.M.G.,13962,15197,Mobile,"(7, 8]",Action,2010,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6925,O.R.B.,4128,4467,PC,"(7, 8]",Strategy,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6926,OKAGE: Shadow King,3081,3358,"PlayStation (1, 2 ,3, 4)","(7, 8]",RPG,2001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6927,OP15: Rising Threat,5978,6451,Mobile,"(7, 8]",Action,2004,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6928,ORC: Vengeance,15447,16775,Mobile,"(7, 8]",RPG,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6929,Oasis [2006],8200,8808,Mobile,"(7, 8]",Strategy,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6930,Oblitus,16677,18111,PC,"(6, 7]",Action,2015,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6931,Obscure,17916,6756,"Xbox (360, One)","(7, 8]",Adventure,2005,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6932,Obscure: The Aftermath,18643,13496,Wii (U),"(7, 8]",Adventure,2009,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6933,Ocean Commander,11789,12876,Wii (U),"(1, 2]",Shooter,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6934,Octodad: Dadliest Catch,16282,17682,"PlayStation (1, 2 ,3, 4)","(7, 8]",Adventure,2014,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6935,Octomania,10027,10899,Wii (U),"(7, 8]",Puzzle,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6936,Oddworld Adventures 2,1720,1905,"Game Boy (Color, Advance)","(6, 7]",Action,2000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6937,Oddworld: Abe's Exoddus,1059,1118,"PlayStation (1, 2 ,3, 4)","(8, 9]",Platformer,1999,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6938,Oddworld: Abe's Oddysee,641,679,"PlayStation (1, 2 ,3, 4)","(7, 8]",Adventure,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6939,Oddworld: Munch's Oddysee,4781,5155,"Xbox (360, One)","(7, 8]",Platformer,2003,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6940,Oddworld: New 'n' Tasty,16314,17725,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2014,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6941,Oddworld: Stranger's Wrath,17877,6537,"Xbox (360, One)","(8, 9]",Adventure,2005,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6942,Oddworld: Stranger's Wrath HD,18969,16379,"PlayStation (Portable, Vita)","(7, 8]",Adventure,2012,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6943,Odin Sphere,8627,9293,"PlayStation (1, 2 ,3, 4)","(8, 9]",RPG,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6944,Odin Sphere Leifthrasir,17105,18563,"PlayStation (Portable, Vita)","(9, 10]",RPG,2016,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6945,Odium,1613,1796,PC,"(6, 7]",Strategy,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6946,Odyssey: The Search for Ulysses,2649,2908,PC,"(5, 6]",Adventure,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6947,Off-Road Challenge,795,841,Nintendo 64,"(2, 3]",Racing,1998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6948,Off-Road Drive,14927,16217,PC,"(4, 5]",Racing,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6949,Off-Road Redneck Racing,2949,3224,PC,"(7, 8]",Racing,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6950,Off-World Interceptor Extreme,485,518,"PlayStation (1, 2 ,3, 4)","(3, 4]",Action,1996,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6951,Official Formula 1 Racing,1277,1424,PC,"(4, 5]",Racing,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6952,Offroad Extreme -- Special Edition,9525,10310,Wii (U),"(0, 1]",Racing,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6953,Offshore Tycoon,11810,12897,Wii (U),"(4, 5]",Strategy,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6954,Offworld Trading Company,17109,18567,PC,"(7, 8]",Strategy,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6955,Ogre Battle,598,634,"PlayStation (1, 2 ,3, 4)","(5, 6]",Strategy,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6956,Ogre Battle 64: Person of Lordly Caliber,13241,14440,Wii (U),"(8, 9]",Strategy,2010,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6957,Ogre Battle: The March of the Black Queen,11560,12623,Wii (U),"(8, 9]",Strategy,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6958,Oh! Edo Towns,15017,16311,Mobile,"(6, 7]",Simulation,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6959,Oil Rush,15156,16460,PC,"(6, 7]",Strategy,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6960,Oio,14902,16191,PC,"(7, 8]",Platformer,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6961,Okabu,14940,16231,"PlayStation (1, 2 ,3, 4)","(5, 6]",Action,2011,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6962,Okami,10025,10897,Wii (U),"(9, 10]",Adventure,2008,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6963,Okami HD,195,207,"PlayStation (1, 2 ,3, 4)","(9, 10]",Adventure,2012,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6964,Okamiden,14281,15535,"Nintendo (DS, 3DS, DSi)","(8, 9]",Adventure,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6965,OlliOlli,16079,17458,"PlayStation (Portable, Vita)","(7, 8]",Sports,2014,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6966,OlliOlli 2: Welcome to OlliWood,16648,18081,"PlayStation (Portable, Vita)","(8, 9]",Sports,2015,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6967,Olympic Soccer,484,517,"PlayStation (1, 2 ,3, 4)","(5, 6]",Sports,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6968,Olympic Summer Games: Atlanta '96,465,497,"PlayStation (1, 2 ,3, 4)","(5, 6]",Sports,1996,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6969,Omega Boost,1411,1578,"PlayStation (1, 2 ,3, 4)","(6, 7]",Action,1999,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6970,Omega Five,9595,10390,"Xbox (360, One)","(7, 8]",Action,2008,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6971,Omega Squadron: Annihilation 3D,9188,9929,Mobile,"(7, 8]",Shooter,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6972,Omikron: The Nomad Soul,1457,1630,PC,"(8, 9]",Adventure,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6973,Omikron: the Nomad Soul,2094,2313,Dreamcast,"(6, 7]",Adventure,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6974,Once Upon a Knight,4783,5157,PC,"(6, 7]",Strategy,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6975,One,750,795,"PlayStation (1, 2 ,3, 4)","(4, 5]",Action,1997,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6976,One Man Army,14674,15950,Mobile,"(5, 6]",Strategy,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6977,One Must Fall: Battlegrounds,5148,5548,PC,"(6, 7]",Fighting,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6978,One Piece Grand Battle!,17954,7032,"PlayStation (1, 2 ,3, 4)","(6, 7]",Fighting,2005,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6979,One Piece: Burning Blood,17107,18565,"Xbox (360, One)","(6, 7]",Fighting,2016,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6980,One Piece: Grand Adventure,7639,8213,"PlayStation (1, 2 ,3, 4)","(7, 8]",Action,2006,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6981,One Piece: Pirate Warriors,155,164,"PlayStation (1, 2 ,3, 4)","(5, 6]",Action,2012,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6982,One Piece: Pirate Warriors 3,16915,18366,"PlayStation (1, 2 ,3, 4)","(6, 7]",Action,2015,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6983,One Piece: Pirates' Carnival,7733,8308,"PlayStation (1, 2 ,3, 4)","(4, 5]",Party,2006,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6984,One Piece: Romance Dawn,16223,17613,"Nintendo (DS, 3DS, DSi)","(4, 5]",RPG,2014,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6985,One Piece: Unlimited Adventure,18372,10493,Wii (U),"(6, 7]",Adventure,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6986,One Piece: Unlimited World Red,16424,17844,Wii (U),"(6, 7]",Action,2014,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6987,One Two Boat Racing,13294,14494,"PlayStation (Portable, Vita)","(1, 2]",Racing,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6988,Onechanbara: Bikini Samurai Squad,11420,12468,"Xbox (360, One)","(2, 3]",Action,2009,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6989,Onechanbara: Bikini Zombie Slayers,11443,12493,Wii (U),"(6, 7]",Action,2009,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6990,Oni,17368,3016,"PlayStation (1, 2 ,3, 4)","(7, 8]",Adventure,2001,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6991,Onimusha 2: Samurai's Destiny,17464,3998,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2002,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6992,Onimusha 3: Demon Siege,17761,5821,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2004,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6993,Onimusha Blade Warriors,17743,5724,"PlayStation (1, 2 ,3, 4)","(6, 7]",Fighting,2004,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6994,Onimusha Tactics,5026,5416,"Game Boy (Color, Advance)","(6, 7]",Strategy,2003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6995,Onimusha: Dawn of Dreams,7175,7733,"PlayStation (1, 2 ,3, 4)","(8, 9]",Action,2006,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6996,Onimusha: Warlords,17376,3072,"PlayStation (1, 2 ,3, 4)","(8, 9]",Adventure,2001,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6997,Online Chess Kingdoms,8105,8701,"PlayStation (Portable, Vita)","(5, 6]",Board,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6998,Onslaught,11488,12545,Wii (U),"(5, 6]",Shooter,2009,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6999,Ontamarama,9467,10248,"Nintendo (DS, 3DS, DSi)","(7, 8]",Action,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7000,Ooga Booga,3040,3316,Dreamcast,"(9, 10]",Action,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,Oort Storm: FS5,11568,12632,Mobile,"(6, 7]",Shooter,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7002,Open Kart,3025,3301,PC,"(6, 7]",Racing,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7003,Open Season,18198,8839,"Xbox (360, One)","(7, 8]",Platformer,2007,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7004,Operation Blockade,3587,3878,PC,"(3, 4]",Shooter,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7005,Operation Creature Feature,9492,10276,"PlayStation (1, 2 ,3, 4)","(6, 7]",Puzzle,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7006,Operation Darkness,10254,11155,"Xbox (360, One)","(2, 3]",Strategy,2008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7007,Operation Flashpoint: Cold War Crisis,2976,3251,PC,"(8, 9]",Shooter,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7008,Operation Flashpoint: Dragon Rising,12464,13599,"Xbox (360, One)","(8, 9]",Shooter,2009,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7009,Operation Flashpoint: Elite,6870,7408,"Xbox (360, One)","(4, 5]",Shooter,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7010,Operation Flashpoint: Red River,14408,15678,"Xbox (360, One)","(7, 8]",Shooter,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7011,Operation Flashpoint: Resistance,3747,4072,PC,"(7, 8]",Shooter,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7012,Operation Mania,10662,11616,PC,"(7, 8]",Strategy,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7013,Operation Wolf,9748,10577,Wii (U),"(1, 2]",Shooter,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7014,Operation: Vietnam,9255,10001,"Nintendo (DS, 3DS, DSi)","(5, 6]",Action,2007,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015,Opoona,9959,10813,Wii (U),"(6, 7]",RPG,2008,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7016,Orbital Gear,16391,17809,PC,"(6, 7]",Shooter,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7017,Orchard,11461,12515,PC,"(3, 4]",Simulation,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7018,Orcs & Elves,18346,10222,"Nintendo (DS, 3DS, DSi)","(8, 9]",RPG,2007,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7019,Orcs & Elves II,9509,10293,Mobile,"(8, 9]",RPG,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7020,Orcs Must Die,14841,16125,PC,"(8, 9]",Strategy,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7021,Orcs Must Die 2,15456,16784,PC,"(8, 9]",Strategy,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7022,Order Up!,10457,11385,Wii (U),"(7, 8]",Action,2008,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7023,Order of War,12357,13489,PC,"(7, 8]",Strategy,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7024,Ordyne,8587,9248,Wii (U),"(6, 7]",Shooter,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7025,Orgarhythm,17207,252,"PlayStation (Portable, Vita)","(4, 5]",Music,2012,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7026,Ori and The Blind Forest,16748,18194,"Xbox (360, One)","(8, 9]",Platformer,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7027,Original Frisbee Disc Sports: Ultimate & Golf,9198,9939,"Nintendo (DS, 3DS, DSi)","(1, 2]",Sports,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7028,Original War,3375,3657,PC,"(4, 5]",Strategy,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7029,Orion: Dino Beatdown,15388,16702,PC,"(1, 2]",Shooter,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7030,Orphen: Scion of Sorcery,17340,2574,"PlayStation (1, 2 ,3, 4)","(4, 5]",Adventure,2000,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7031,Oscar in Movieland,12919,14103,"Nintendo (DS, 3DS, DSi)","(3, 4]",Adventure,2010,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7032,Oscar's World Tour,14669,15945,"Nintendo (DS, 3DS, DSi)","(4, 5]",Adventure,2011,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7033,Osmos,13666,14883,iPad,"(8, 9]",Puzzle,2010,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7034,Otogi 2: Immortal Warriors,5810,6260,"Xbox (360, One)","(8, 9]",Action,2004,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7035,Otogi: Myth of Demons,4607,4971,"Xbox (360, One)","(8, 9]",Action,2003,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7036,Otomedius Excellent,15035,16329,"Xbox (360, One)","(5, 6]",Shooter,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7037,OttoMatic,3641,3959,PC,"(6, 7]",Action,2002,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7038,Out of This World,9730,10559,PC,"(8, 9]",Action,2008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7039,Out of the Park Baseball 10,18629,13403,PC,"(7, 8]",Sports,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7040,Out of the Park Baseball 15,19155,17816,PC,"(8, 9]",Sports,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
7041,OutRun,5430,5848,Mobile,"(5, 6]",Racing,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7042,OutRun 2006: Coast 2 Coast,7371,7941,"Xbox (360, One)","(7, 8]",Racing,2006,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7043,OutRun Online Arcade,11707,12784,"Xbox (360, One)","(7, 8]",Racing,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7044,OutRun2,5885,6342,"Xbox (360, One)","(8, 9]",Racing,2004,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7045,Outcast,1335,1497,PC,"(8, 9]",Adventure,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7046,Outcry,11194,12220,PC,"(6, 7]",Action,2008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7047,Outdoor Life: Sportsman's Challenge,5834,6287,PC,"(6, 7]",Simulation,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7048,Outland,14492,15765,"Xbox (360, One)","(8, 9]",Action,2011,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7049,Outlast,19061,17224,"PlayStation (1, 2 ,3, 4)","(7, 8]",Adventure,2013,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7050,Outlast: Whistleblower,19153,17803,"PlayStation (1, 2 ,3, 4)","(6, 7]",Adventure,2014,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7051,Outlaw Golf,17521,4478,"Xbox (360, One)","(7, 8]",Sports,2002,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7052,Outlaw Golf 2,17860,6437,"Xbox (360, One)","(7, 8]",Sports,2004,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7053,Outlaw Tennis,6451,6952,"Xbox (360, One)","(6, 7]",Sports,2005,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7054,Outlaw Volleyball,4583,4947,"Xbox (360, One)","(7, 8]",Sports,2003,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7055,Outpost Kaloki X,7033,7582,"Xbox (360, One)","(7, 8]",Simulation,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7056,Outtrigger,3020,3296,Dreamcast,"(8, 9]",Action,2001,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
